2474156;Zrоbet Ka’ba Rhzкl;Bou Begrat,Zribet Ka'ba Rhzel,Zrоbet Ka’ba Rhzкl;36.74772;6.80333;P;PPL;137
2474157;Zrоbet el Merdj;Zaouia el Merdj,Zribet el Merdj,Zrоbet el Merdj;36.91934;6.68034;S;FRM;332
2474158;Oued Zribet el Kheпl;;33.23561;3.71171;H;WAD;653
2474159;Zrоbet el ’Atba;;36.89111;6.70056;S;FRM;403
2474160;Zrоbet Ben Ouaar;;34.6492;5.543;P;PPL;74
2474161;Zrоbet Beni Mahsoыm;Mechta Beni Massoum,Mechta Massoum,Zribet Beni Mahsoum,Zrоbet Beni Mahsoыm;36.92964;6.84716;S;FRM;7
2474162;Zrоbet Beni Guendoыz;Zaouia Beni Guenndouz,Zribet Beni Guendouz,Zrоbet Beni Guendoыz;36.88611;6.70639;S;FRM;472
2474163;Zrоbet Aпn ed Dоb;Zaouia Aine ed Dib,Zaouia Aпne ed Dib,Zribet Ain ed Dib,Zrоbet Aпn ed Dоb;36.89806;6.65028;S;FRM;558
2474164;Oued ez Zriba;;33.22718;3.6168;H;WAD;679
2474165;Oued Zriba;;29.55955;2.59036;H;WAD;436
2474166;Chebka Zriba;;33.31667;3.6;T;HLLS;768
2474167;Zriba;;34.98333;7.33333;T;MT;1267
2474168;Zreпgat;;34.33539;2.54767;T;HLL;1170
2474169;Zreпga;;34.49732;1.82655;T;HLL;1165
2474170;Zreпba;;32.30844;3.70752;T;HLL;521
2474171;Djebel Zrega;Djebel Zrega,Jabal Zurayqa',Jabal Zurayq?’;34.67381;8.23882;T;MT;990
2474172;Oued Zreg;;33.72485;5.77062;H;WAD;78
2474173;Djebel Zreg;;34.14944;1.99301;T;MT;1466
2474174;Bled Zreg;;33.68478;5.63984;L;LCTY;152
2474175;Koudia Zrazer;;35.80378;6.6137;T;PK;1012
2474176;Aпn Zrazer;;35.61705;6.54067;H;SPNG;1033
2474177;Zekara;Zekara,Zrarka,Zrвrka;36.19061;1.64413;P;PPL;260
2474178;Zraoui;;36.63333;5.23333;P;PPL;268
2474179;Zramna;;36.47388;5.99127;L;LCTY;604
2474180;Oued ez Zraпb;;30.48937;1.78053;T;TRGD;466
2474181;Oued ez Zraпb;;30.19067;1.01149;T;TRGD;463
2474182;Oued ez Zraпb;;30.06231;0.90577;T;TRGD;431
2474183;Djebel Zraпb;;36.76667;4.41667;T;MT;737
2474184;Zraпa;;35.79828;5.67448;P;PPL;1053
2474185;Daпet ez Zraguet;Daiet ez Zraguet,Dayet ez Zhaguet,Daпet ez Zraguet;34.62135;0.73855;T;DPR;1030
2474186;Zra el Mial;;36.56059;5.58844;P;PPL;896
2474187;Zraa el Hadjer;;36.60789;5.55616;P;PPL;705
2474188;Ti-n-Zouzat;Mont Ti-n-Zouzat,Ti-n-Zouzat;20.82928;6.09295;T;RDGE;531
2474189;Mont Ti-n-Zouzane;;20.27229;5.56972;T;RDGE;608
2474190;Oued i-n-Zouza;In Zouza,Oued i-n-Zouza;24.75;9.93333;H;WAD;1106
2474191;Koudiat Zrigat;;30.48961;-2.30309;H;WAD;499
2474192;Oued Zourz;;33.33307;5.30298;H;WAD;131
2474193;Oglat Zourz;;33.42958;5.28754;H;WLL;196
2474194;’Aпn Zourhlia;;34.04224;1.95344;H;SPNG;1380
2474195;Hassi Zourh;;32.51091;6.20394;H;WLL;120
2474196;Tizi Zourane;;35.93333;2.01667;T;PASS;1245
2474197;’Aпn Zouraa;;34.83655;-0.09929;H;SPNG;760
2474198;Djebel Zoura;;35.19976;7.61763;T;RDGE;1309
2474199;Hassi ez Zour;Bir ez Zour,Hassi ez Zour;32.82144;6.89355;H;WLL;111
2474200;Zounina;;36.58333;4.68333;S;RUIN;137
2474201;Argoub Zoumra;;34.32411;3.48681;T;RDGE;884
2474202;Faпd Zoumit;;33.25;0.98333;T;DPR;1099
2474203;Oued Zoullat Rharbi;;33.70381;2.87365;H;WAD;777
2474204;Oued Zoullat Chergui;;33.70465;2.87615;H;WAD;778
2474205;Rhourd Zoukkeur;Rhourd Zoukker,Rhourd Zoukkeur;31.12591;6.13835;T;DUNE;180
2474206;Koudia Zouitna;;36.72433;6.49829;T;RDGE;493
2474207;’Aпn ez Zouitine;;35.72215;8.07925;H;SPNG;946
2474208;Zouirhga;;34.13082;0.49069;T;DUNE;988
2474209;Bordj de Zouireg;Bordj de Zouireg,Borj de Zouareg,Zouireg;33.76397;0.76134;S;FT;1224
2474210;Zouireg;;33.79034;1.08087;T;MT;1424
2474211;Daпa Zouirat;;28.64515;9.62872;T;DPR;685
2474212;Oued ez Zouine;;30.88333;2.98149;H;WAD;513
2474213;Guern ez Zouine;;31.64217;1.89394;T;HLL;564
2474214;Guern ez Zouin;;30.91436;3.04154;T;HLL;505
2474215;Hameпdet Zouima;;30.83333;-2.16667;T;PLAT;607
2474216;Garet Zouima;;30.87748;-2.18662;T;BUTE;622
2474217;Mechta ez Zouilma;Mechta Mahcene,Mechta Mahcиne,Mechta Mahssene,Mechta ez Zouilma;36.77528;6.05972;S;FRM;491
2474218;Bled Zouilene;;35.49761;1.89101;L;LCTY;869
2474219;Djebel Zouidir;Djebel Zouaidir,Djebel Zouaпdir,Djebel Zouidir,Djebel Zouоdir;35.31647;0.01963;T;MT;606
2474220;Oued Zouia;;34.6027;-1.68323;H;STM;1281
2474221;Oued Zoui;;35.35224;7.28911;H;WAD;1072
2474222;Zoui;Zaoui,Zoui;35.29563;7.3554;P;PPL;1167
2474223;Mines de Baryte de Zouggara;Mines de Baryte de Zouggara;36.60823;3.46132;S;MN;496
2474224;Zouggara;;36.59992;3.48563;P;PPL;621
2474225;Bled Zougay;;35.31972;-0.9678;L;LCTY;177
2474226;Bir Zougab Sahouane;Bir Sahane-Souhane,Bir Zougab Sahouane;32.2441;8.72395;H;WLL;185
2474227;Bir Zougab;;32.8;7.96667;H;WLL;103
2474228;Rhoud ez Zoufara;;30.22405;1.51547;T;DUNE;455
2474229;Koudia Zoudj Khelifa;;36.14852;1.38006;T;HLL;241
2474230;Station de Zoudj el Beghal;Station de Zoudj el Beghal,Zoudj el Berhal,Zoudy el Berkal;34.79083;-1.80222;S;RSTN;439
2474231;Zoudj el Beghal;Zoudj el Beghal,Zoudj el Berhal;34.78937;-1.79293;P;PPL;448
2474232;Commune de Zoubiria;;36.06667;2.91667;A;ADMD;792
2474233;Zoubiria;Brazza,Zoubiria;36.06968;2.90107;P;PPL;724
2474234;Oued ez Zoubiat;;34.89315;2.00904;H;WAD;1049
2474235;Draa ez Zoubiat;;35.2022;2.02966;T;HLL;878
2474236;Djebel ez Zoubiat;;34.93886;1.94857;T;MT;1232
2474237;Teniet Zoubia;;34.05691;3.315;T;PASS;770
2474238;Rвs ez Zoubia;;35.75846;5.37464;T;SPUR;1385
2474239;Oued Zoubia;;34.43578;2.228;H;WAD;1049
2474240;Oued Zoubia;;31.9639;-0.94881;H;WAD;819
2474241;Oued Zoubia;;34.73871;3.06383;H;STM;1024
2474242;Koubet Zoubia;;34.93193;4.63644;T;HLL;655
2474243;Guern ez Zoubia;;30.79251;0.81071;T;HLL;505
2474244;Daпet ez Zoubia;;33.35303;3.43012;T;DPR;770
2474245;Daпet ez Zoubia;;31.8595;3.30362;T;DPR;469
2474246;Chabet ez Zoubia;;35.40705;6.35966;H;WAD;1343
2474247;’Aпn Zoubia;;33.17056;0.06445;H;SPNG;1534
2474248;Zoubia;Duveyrier,Zoubia;32.13529;-1.02032;P;PPL;927
2474249;Zoubia;;36.96667;6.85;T;ISL;-9999
2474250;Zoubia;;35.75;3.83333;T;DPR;580
2474251;Djebel Zouвya;Djebel Zouaya,Djebel Zouвya,Jebel Zouaia,Jebel Zouaпa;36.80302;8.45107;T;HLL;88
2474252;Camp des Zouaves;;36.87581;7.01593;S;INSM;136
2474253;Hassi Zoыatna;Bir Zouatna,Hassi Zouatna,Hassi Zoыatna;35.93695;5.50898;H;WLL;921
2474254;Hassi ez Zouarz;;28.68862;-0.79447;H;WLL;285
2474255;Oued ti-n-Zouarine;;26.0683;9.48715;H;WAD;716
2474256;Chaоne du Zouarha;Chaine du Zouarha,Chaоne du Zouarha,Djebel Zouagha,Djebel Zouarha;36.58333;6.18333;T;MTS;987
2474257;Djebel Zouara;;36.26334;7.59525;T;MT;1242
2474258;Djebel Zouaoui;;36.31917;6.44383;T;PK;1302
2474259;Bordj Zouaouп;;36.00455;3.40822;S;FT;1025
2474260;Zouaoui;;29.72946;1.16856;H;WLL;368
2474261;Koudia Zouaouet;;35.86852;0.78032;T;HLL;170
2474262;Zouaoudja;;36.44502;3.43368;P;PPL;619
2474263;Bled Zouaouda;;33.86667;3.43333;L;LCTY;647
2474264;Zouaoua;;36.35;2.55;P;PPL;355
2474265;Chouf Zouak;;35.85179;4.7395;T;PK;1820
2474266;Bordj Zouaп;;36.65038;8.09823;S;FT;98
2474267;Oued Zouabi;Oued Zouab,Oued Zouabi;35.51004;5.10572;H;WAD;443
2474268;Fedj Zouabi;;36.95995;7.49308;T;PASS;427
2474269;Erg ez Zouabi;;30.17039;3.96063;T;DUNE;304
2474270;Djebel Zouabi;;36.11481;7.44394;T;MT;1147
2474271;Hassi Zoua;;30.73981;0.46168;H;WLL;535
2474272;Gour Zoua;;28.35066;1.12291;T;BUTE;405
2474273;Daпet Zoua;;33.38329;-1.34476;T;DPR;1136
2474274;Zoua;;32.71667;1.58333;L;AREA;769
2474275;Rhourd ez Zotti;;30.24516;3.22728;T;DUNE;332
2474276;Rhourd Zotti;;30.92452;5.61341;T;DUNE;183
2474277;Kef ez Zotti;;30.18819;3.21975;T;RDGE;406
2474278;Daпet ez Zorhem;;33.27368;1.54822;T;DPR;1013
2474279;Bir Zorhbiat;;33.56667;6.9648;H;WLL;49
2474280;Sif ez Zorhba;;33.66667;6.6;T;DUNE;44
2474281;Djebel ez Zorg Kebir;;35.83589;7.50526;T;MT;1099
2474282;Rвs Zorgani;;34.7877;3.82312;T;HLL;1186
2474283;Djebel ez Zorg;;35.84733;7.44776;T;MT;1103
2474284;Djebel Zorg;;30.68111;-3.89285;T;HLL;858
2474285;Outa Zora;;35.08333;7.5;T;PLN;1048
2474286;Djebel Zora;;35.19937;7.61746;T;MT;1278
2474287;Djebel Zora;;35.04166;7.4481;T;MT;1403
2474288;Zonka;Monfroid Zonca,Montfroid Zonca;36.7;3.06667;P;PPL;79
2474289;Zolamane;;26.65932;8.54054;T;HLLS;602
2474290;Hassi Zobret el Hadj;;35.13716;3.52846;H;WLL;765
2474291;Garet Zobra;;30.77455;-2.17666;T;HLL;634
2474292;Djebel Znikir;;36.03822;3.16464;T;RDGE;1002
2474293;Daпet Znadet;;33.01635;4.53488;T;DPR;428
2474294;Oued ez Znad;Oued ez Znab,Oued ez Znad;35.21711;8.18905;H;WAD;1032
2474295;Bled Z’Naber;;33.73558;5.62049;L;LCTY;167
2474296;Oued ez Zmour;;34.83452;5.68364;H;WAD;87
2474297;Djebel Zmira;;35.33287;3.8546;T;MTS;970
2474298;Zmilat;;33.88333;7.15;T;DUNE;24
2474299;Oued ez Zmila;;29.23376;-1.08142;H;WAD;365
2474300;Draa ez Zmila;;33.3;6.11667;T;DUNE;63
2474301;Draa Zmila;;34.79883;3.17415;T;MT;1142
2474302;Areg Zmila;;30.9171;-3.03443;T;HLL;752
2474303;Zmila;;34.77036;3.14681;S;RSTN;1009
2474304;’Aпn ez Zmera;;34.31578;2.49447;H;SPNG;1280
2474305;Bled Zmender;Bled Zmender,Ez Zmender;33.4945;5.35069;L;LCTY;252
2474306;Sahb Zmeпla Lebene;;31.49452;3.58026;H;WAD;384
2474307;Oued Zmeпla el Harcha;;30.37535;3.77567;H;WAD;306
2474308;Sahb Zmeпla;;31.50893;3.61823;H;WAD;372
2474309;Oued Zmeпla;;34.77585;5.11554;H;WAD;248
2474310;Oued Zmeпla;;30.78333;4.83333;H;WAD;188
2474311;Hassi Zmeпla;;31.0722;5.30616;H;WLL;162
2474312;Gouiret Zmeпla;;30.87605;4.95878;T;BUTE;179
2474313;Garet Zmeпla;;31.50332;3.464;T;HLL;471
2474314;Erg Zmeпla;;30.64574;3.27389;T;DUNE;381
2474315;Chebket Zmeпla;;34.81938;5.09316;T;HLL;378
2474316;Commune de Z’Malet el Emir Abdelkader;Commune de Z'Malet el Emir Abdelkader,Commune de Z’Malet el Emir Abdelkader,Megane;34.9;2.35;A;ADMD;824
2474317;Village Nиgre;Village Negre,Village Nиgre,Zmala;35.54139;6.18111;P;PPLX;1049
2474318;Douar Kaddour Ben Yahia;Douar Kaddour Ben Yahia,Zemaia,Zemala,Zmala,Zmвla;36.21519;1.75245;P;PPL;254
2474319;Garet Zmaha;;31.1748;5.31801;T;HLL;166
2474320;Oued Zliguime;Oued Zliguime,Oued Zliguine;33.18897;3.32317;H;WAD;743
2474321;Marhder Zliguime;;33.33869;3.23887;T;DPR;795
2474322;Bled Zliguime;;33.35821;3.13679;L;LCTY;813
2474323;Zlidj Bou Djada;;33.64362;-0.35624;T;HLL;1107
2474324;Zleпlidja;;34.89579;3.34509;T;PK;1345
2474325;Zleпfina el Foukania;Zleifina el Foukana,Zleifina el Foukania,Zleпfina el Foukania;32.41394;4.11611;H;WLL;359
2474326;Bir Zlas;Bir Zlas,Bir Zlass;35.70704;8.26067;H;WLL;748
2474327;Djebel Zlarh;Djebel Zlag,Djebel Zlagh,Djebel Zlarh;34.08167;2.15961;T;MT;1529
2474328;Oued Zlamet;;35.01431;-1.85548;H;WAD;195
2474329;’Aпn Zlakchene;;35.25596;-0.33496;H;SPNG;671
2474330;Oglat ez Zkeпra;Oglat Ez Zkerid,Oglat Ez Zkerпd,Oglat ez Zkeira,Oglat ez Zkerira,Oglat ez Zkerпra,Oglat ez Zkeпra;32.4;7.6;H;WLL;113
2474331;Oued Zizou;;36.2477;6.2436;H;STM;758
2474332;Oued Ziz;Oued Ziz;30.64454;-4.41617;H;STM;622
2474333;Djebel Zitoun el Hadj;;34.71238;0.60643;T;HLLS;1140
2474334;Oued ez Zitouna;;34.52506;8.02238;H;WAD;537
2474335;Kef ez Zitouna;;34.85473;4.67488;T;PK;842
2474336;Djebel Zitouna;Djebel Zitouna,Jebel Zitouna;36.67442;8.27945;T;MT;507
2474337;Djebel Zitouna;;35.63824;8.12095;T;CUET;1222
2474338;Commune de Zitouna;;36.98333;6.46667;A;ADMD;428
2474339;’Aпn ez Zоtoыna;;36.76064;6.85372;H;SPNG;106
2474340;’Aпn Zitouna;;35.69714;8.05971;H;SPNG;901
2474341;Zitouna;Bessembourg,Bessombourg,Bessonbourg,Ez Zitouna,Ez Zоtoыna,Zitouna;36.98974;6.46049;P;PPL;539
2474342;Zitouna;;35.23204;-1.22677;P;PPL;370
2474343;Teniet ez Zitoun;;35.77259;2.40171;T;PASS;886
2474344;Oued ez Zitoun;;35.70232;4.66006;H;WAD;480
2474345;Oued ez Zitoun;;36.4823;8.04864;H;STM;273
2474346;Oued ez Zоtoыn;;35.04167;-1.49917;H;STM;115
2474347;Oued Zitoun;;36.69755;8.19544;H;STM;57
2474348;Oued Zitoun;;36.64769;5.22159;H;STM;1
2474349;Mersa Zitoun;Mersa Zeitoun,Mersa Zeitun,Mersa Zeпtoun,Mersa Zitoun;36.96917;6.25611;H;COVE;-9999
2474350;Dar Zitoun;Dar Zitou,Dar Zitoun;36.19481;4.67179;S;HSE;932
2474351;Chabet Zitoun;;34.41968;7.68595;H;WAD;344
2474352;Aпn Zitoun;;35.35561;0.61433;H;SPNG;653
2474353;Mechta Zitemba;;36.69286;7.33066;S;FRM;62
2474354;Rhourd ez Zita;;32.35468;7.27317;T;DUNE;171
2474355;Hassi ez Zita;;26.77437;2.07522;H;WLL;222
2474356;Feпdjet ez Zita;;30.42909;2.87411;T;TRGD;381
2474357;Teniet ez Zit;;32.76061;-1.32723;T;PASS;1562
2474358;Teniet Zit;;35.58012;5.12604;T;PASS;548
2474359;Khanguet ez Zit;;34.78389;6.19722;H;RVN;73
2474360;Zirmerzzouk;;24.89109;7.2639;T;MT;1399
2474361;Outa Ziriz;;35.20201;6.93606;T;PLN;1015
2474362;Oued Zireg;;34.92851;3.21816;H;WAD;897
2474363;Oued Zireg;;33.89959;0.96974;H;WAD;1147
2474364;Koudia Zireg;;34.80101;4.34166;T;HLL;912
2474365;Djebel ez Zireg;;34.98027;4.53158;T;MT;839
2474366;Djebel Zireg;;30.64794;-4.57962;T;MT;894
2474367;Zireg;;35.24461;4.71064;T;HLLS;719
2474368;Oued Zireb;;34.12701;2.37018;H;WAD;1169
2474369;Oued Zirara;;31.20328;3.48106;H;WAD;388
2474370;Oued Zirara;;31.03777;4.02555;H;WAD;287
2474371;Hassi Zirara;;31.25798;3.24063;H;WLL;430
2474372;Hassi Zirara;Hassi Zirara,Hassi Zirara el Rharbia;31.16142;1.31665;H;WLL;517
2474373;Gour Zirara;;31.17467;3.45869;T;HLL;477
2474374;Djebel Zaouil;Djebel Zaouil,Djebel Zioun;35.08131;1.01564;T;CLF;1014
2474375;Oued Ziouch;;34.76365;2.88104;H;WAD;919
2474376;’Aпn Zinna;;35.28209;6.16618;H;SPNG;1348
2474377;Djebel Zini;;27.05653;3.10238;T;RDGE;335
2474378;Koudia Zineb;;35.03288;-0.26146;T;HLL;748
2474379;Chaba Zineb;;35.06636;-0.2567;H;WAD;532
2474380;’Aпn Zineb;;35.03983;1.23632;H;SPNG;1152
2474381;El Arich Zine;;31.03797;-0.15196;T;HLL;624
2474382;’Aпn ez Zine;'Ain ez Zine,Aine Zinn,’Aпn ez Zine;36.20536;5.19142;H;SPNG;939
2474383;Zemlet Zina ech Cherguia;Zamlat Zina ech Cherguia,Zamlat Zinah ash Sharqiyah,Zamlat Z?nah ash Sharq?yah,Zemlat Zina ech Cherguia,Zemlet Zina ech Cherguia,Zina ech Cherguia;30.53822;9.41249;T;DUNE;300
2474384;Zemlat Zina ech Cherguia;;30.53333;9.38333;T;DUNE;295
2474385;Rhourd ez Zina;;31.04043;6.36696;T;DUNE;173
2474386;Draa ez Zina;;31.03053;6.33855;T;DUNE;188
2474387;Zina;;36.31024;4.50971;P;PPL;880
2474388;Zimoula;;36.76829;3.97622;P;PPL;154
2474389;Bir Zmila;Bir Zimla,Bir Zmila;25.04599;0.32828;H;WLL;309
2474390;Djebel Zimela;;36.15926;4.03423;T;MT;962
2474391;Oued Zimba;;36.48333;7.5;H;STM;176
2474392;Tilmas i-n-Zimane;I-n-Zimane,Tilmas i-n-Zimane;27.5;3.53333;H;WLL;394
2474393;Djebel Zimar;Djebel Zima,Djebel Zimar;36.55217;3.39775;T;MT;1015
2474394;Zilerh;;32.33626;-0.53295;T;DUNE;819
2474395;Oued Zilene;;35.47588;1.9478;H;WAD;849
2474396;Djebel Zigyne;;35.16416;-0.22313;T;HLL;492
2474397;Bled Ziguemoun;;36.53333;4.61667;L;LCTY;132
2474398;Commune de Zighout Youcef;Commune de Zighout Youcef,Zighoud Youcef;36.53333;6.7;A;ADMD;622
2474399;Zighout Youcef;Conde-Smendou,Condй-Smendou,Zighet-Youssef,Zighoud Youcef,Zighout Youcef,Zirout-Youcef;36.53307;6.71237;P;PPL;545
2474400;Garet Zidia;;30.8367;3.10661;T;HLL;455
2474401;Draa Zidia;;35.13394;2.21165;T;SLP;1003
2474402;Kheneg ez Zidi;;29.14192;-1.55464;T;GRGE;414
2474403;Chott ez Zidi;;33.33539;6.01277;H;WTLDI;56
2474404;Oued Zid el Moumene;;34.88291;-0.34831;H;WAD;736
2474405;’Aпn Zid el Moumene;'Ain Zid el Moumene,Oued Zid el Moumene,’Aпn Zid el Moumene;34.82845;-0.35793;H;SPNG;860
2474406;Haouch Zоdвne;;36.66566;3.20101;S;FRM;24
2474407;Garet Zid;;32.01926;1.61944;T;HLL;609
2474408;Arich Zid;;31.03188;2.79588;T;BUTE;521
2474409;’Aпn Zibane;;36.45;5.61667;H;SPNG;843
2474410;Djebel Ziatine;;36.14074;2.17804;T;MT;546
2474411;Teniet Ziar;;32.9864;0.54398;T;PASS;1028
2474412;Oued Ziar;;31.69982;-2.67748;H;WAD;758
2474413;Oglat Ziar;;31.67949;-2.62839;H;WLL;833
2474414;Garet Ziar;;31.66502;-2.64616;T;MT;838
2474415;Dar Ziane Ben Baпra;;34.86221;4.28936;S;BLDG;846
2474416;Oued ti-n-Ziane;;28.52096;2.78687;H;WAD;568
2474417;Kheneg Ziane;;33.21168;0.5467;T;PASS;1113
2474418;Hassi Ziane;;34.29768;3.89411;H;WLL;771
2474419;’Aпn Ziane;;33.44604;0.81696;H;SPNG;1274
2474420;Mechta Ziana;;36.52055;6.04737;S;FRM;637
2474421;Ziana;;34.83625;2.14417;T;HLL;943
2474422;Commune de Ziama Mansouria;Commune de Ziama Mansouria,Ziama Mansouriah;36.66667;5.48333;A;ADMD;397
2474423;Ziama Mansouria;Mansouria,Ziama,Ziama Mansouria,Ziama Mansouriah;36.67324;5.48119;P;PPL;24
2474424;Pointe Ziama;;36.66667;5.45;T;PT;-9999
2474425;Oued Ziama;;36.66272;5.44713;H;STM;0
2474426;Ziama;;36.65;5.45;S;RUIN;136
2474427;Djebel ez Ziaпt;;34.8074;-0.98729;T;MT;1245
2474428;Mechta des Ziaпnia;;36.11023;2.55528;S;FRM;493
2474429;Fedj Ziadi;Fedj Ziadi,Fej Ziadi;36.41;8.30444;T;PASS;635
2474430;Bab ez Ziadi;;32.413;0.04419;T;PASS;840
2474431;Djebel Ziad;;35.9797;2.06865;T;MT;1115
2474432;Oued Zhour;Oued Zhour,Oued Zhur,Oued Zur,Oued Zurh,Wad Zhur,Wad Zurh;36.93171;6.25084;H;STM;1
2474433;Hassi Zhifhif;;34.1;7.13333;H;WLL;3
2474434;Chott Zhifhif;;34.06667;7.11667;H;WTLDI;-10
2474435;Hassi Zhif;Bir Zaheif,Hassi Zhif;34.18333;7.15;H;WLL;8
2474436;Hassi Z’ Hich;;33.542;0.92034;H;WLL;1413
2474437;Zhania Gueblaouia;;34.159;7.21887;T;DUNE;20
2474438;Zhania el Oustaouia;;34.19974;7.22133;T;DUNE;37
2474439;Zhania Dahraouia;;34.21047;7.17469;T;DUNE;27
2474440;Zguirine;;30.80915;-4.05537;T;MESA;890
2474441;Hassi Zguilma;Hassi Sguilma,Hassi Zguilma;30.20494;-2.31893;H;WLL;504
2474442;Hassi Zguilma;;29.50625;-3.09832;H;WLL;536
2474443;’Aпn Zguilma;;31.24414;-3.09857;H;WLL;832
2474444;Zguilma;;30.18808;-4.52812;H;WLL;605
2474445;Zguillem;;32.31245;-0.67462;T;HLL;959
2474446;Rвs Zguerir;;33.67041;3.01506;T;SCRP;803
2474447;Bled Zguerir;;33.69315;3.01542;L;LCTY;768
2474448;Zgoum;;33.46548;6.91075;P;PPL;57
2474449;Oued Zgaguia;;31.02371;5.26721;T;DPR;164
2474450;Zgag el Ahmar;;30.11958;-0.2634;T;DUNE;480
2474451;Senn ez Zgag;;32.55709;-0.96527;T;PK;1464
2474452;Oued ez Zgag;;32.63516;-1.13328;H;WAD;1216
2474453;Oued Zgag;;32.68053;4.82396;H;WAD;252
2474454;Oued Zgag;;31.82077;-2.49242;H;WAD;785
2474455;Foum ez Zgag;;31.13362;2.89645;T;TRGD;495
2474456;Foum ez Zgag;;24.61866;2.42443;T;PASS;487
2474457;Fedj ez Zgag;;35.76667;7.95;T;PASS;781
2474458;Daпet ez Zgag;;31.2702;1.30068;T;DPR;514
2474459;Bled Zgag;;33.53471;5.3315;L;LCTY;243
2474460;Zfizef;Zfizef,Zfizet;35.54869;5.98954;P;PPL;1555
2474461;Fedj Zezoua;;36.49702;7.63681;T;PASS;484
2474462;Djebel ez Zezar;Djebel ez Zerar,Djebel ez Zezar;34.43092;7.65954;T;MT;657
2474463;Oued Zerzour;Oued Terzour,Oued Zerzour;30.47019;-3.61556;H;WAD;708
2474464;Koudia Zerzour;;34.87541;0.71774;T;HLL;1041
